"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"10 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"RANDSTAD NV";"NL0000379121";"RAND";"Euronext Amsterdam";"EUR";"40.63";"41.30";"40.03";"41.23";"10/01/2019 17:35";"CET";"337853";"13831379.49"
"RAPHAEL MICHEL S A";"FR0010038570";"MLRAM";"Euronext Access Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"28/12/2018 16:30";"CET";"1";"17.60"
"RAPIDO PRET";"FR0012395457";"ML350";"Euronext Access Paris";"EUR";"0.41";"0.41";"0.41";"0.41";"12/12/2018 11:30";"CET";"250";"102.50"
"REALCO";"BE0003841583";"REAL";"Euronext Access Brussels";"EUR";"20.00";"20.00";"20.00";"20.00";"27/12/2018 11:30";"CET";"140";"2800.00"
"REALITES";"FR0011858190";"ALREA";"Euronext Growth Paris";"EUR";"15.80";"16.50";"15.80";"16.30";"10/01/2019 17:28";"CET";"8033";"131367.95"
"RECTICEL";"BE0003656676";"REC";"Euronext Brussels";"EUR";"6.85";"6.86";"6.71";"6.81";"10/01/2019 17:35";"CET";"61496";"418001.53"
"RECYLEX S.A.";"FR0000120388";"RX";"Euronext Paris";"EUR";"6.32";"6.465";"6.23";"6.46";"10/01/2019 17:35";"CET";"33744";"214529.38"
"REDITUS,SGPS";"PTRED0AP0010";"RED";"Euronext Lisbon";"EUR";"0.084";"0.084";"0.084";"0.084";"08/01/2019 21:30";"BST";"1915";"160.86"
"REIBEL";"BE0003829463";"REI";"Euronext Access Brussels";"EUR";"0.35";"0.35";"0.35";"0.35";"05/12/2018 11:30";"CET";"500";"175.00"
"REINET INVESTMENTS";"LU0383812293";"REINA";"Euronext Amsterdam";"EUR";"12.90";"12.90";"12.90";"12.90";"10/01/2019 11:39";"CET";"400";"5160.00"
"RELX";"GB00B2B0DG97";"REN";"Euronext Amsterdam";"EUR";"17.915";"18.17";"17.91";"18.17";"10/01/2019 17:39";"CET";"2107344";"38098786.97"
"REMY COINTREAU";"FR0000130395";"RCO";"Euronext Paris";"EUR";"100.00";"100.00";"97.75";"99.75";"10/01/2019 17:35";"CET";"84488";"8340259.15"
"REN";"PTREL0AM0008";"RENE";"Euronext Lisbon";"EUR";"2.55";"2.56";"2.516";"2.54";"10/01/2019 22:35";"BST";"1179641";"2999975.742"
"RENAULT";"FR0000131906";"RNO";"Euronext Paris";"EUR";"56.33";"56.69";"55.76";"56.61";"10/01/2019 17:35";"CET";"925881";"52230433.26"
"RESILUX";"BE0003707214";"RES";"Euronext Brussels";"EUR";"134.80";"135.80";"133.20";"135.80";"10/01/2019 17:35";"CET";"955";"128659.40"
"RETAIL ESTATES";"BE0003720340";"RET";"Euronext Brussels, Amsterdam";"EUR";"76.00";"76.40";"75.60";"76.20";"10/01/2019 17:35";"CET";"10055";"766168.30"
"REWORLD MEDIA";"FR0010820274";"ALREW";"Euronext Growth Paris";"EUR";"1.63";"1.65";"1.605";"1.61";"10/01/2019 16:31";"CET";"9953";"16303.61"
"REXEL";"FR0010451203";"RXL";"Euronext Paris";"EUR";"9.75";"9.842";"9.616";"9.842";"10/01/2019 17:35";"CET";"885545";"8651560.098"
"RIBER";"FR0000075954";"RIB";"Euronext Paris";"EUR";"1.93";"1.99";"1.87";"1.98";"10/01/2019 17:35";"CET";"279631";"539904.022"
"ROBERTET";"FR0000039091";"RBT";"Euronext Paris";"EUR";"524.00";"536.00";"514.00";"514.00";"10/01/2019 17:35";"CET";"999";"527688.00"
"ROBERTET CDV 87";"FR0000045619";"CBR";"Euronext Paris";"EUR";"44.00";"44.00";"44.00";"44.00";"04/01/2019 16:30";"CET";"20";"880.00"
"ROBERTET CI";"FR0000045601";"CBE";"Euronext Paris";"EUR";"430.00";"430.00";"430.00";"430.00";"06/12/2018 16:30";"CET";"15";"6450.00"
"ROCHE BOBOIS";"FR0013344173";"RBO";"Euronext Paris";"EUR";"17.40";"17.80";"17.40";"17.80";"10/01/2019 17:17";"CET";"180";"3132.40"
"ROCTOOL";"FR0010523167";"ALROC";"Euronext Growth Paris";"EUR";"3.60";"3.60";"3.40";"3.40";"10/01/2019 15:40";"CET";"951";"3233.60"
"ROODMICROTEC";"NL0000440477";"ROOD";"Euronext Amsterdam";"EUR";"0.27";"0.274";"0.264";"0.265";"10/01/2019 17:27";"CET";"1004033";"269646.845"
"ROSIER";"BE0003575835";"ENGB";"Euronext Brussels";"EUR";"155.00";"155.00";"155.00";"155.00";"10/01/2019 12:16";"CET";"96";"14880.00"
"ROTHSCHILD & CO";"FR0000031684";"ROTH";"Euronext Paris";"EUR";"29.70";"29.70";"29.05";"29.15";"10/01/2019 17:39";"CET";"26169";"764398.65"
"ROUGIER S.A.";"FR0000037640";"ALRGR";"Euronext Growth Paris";"EUR";"17.40";"17.60";"17.40";"17.60";"26/02/2018 13:46";"CET";"162";"2843.60"
"ROULARTA";"BE0003741551";"ROU";"Euronext Brussels";"EUR";"14.55";"14.55";"14.55";"14.55";"10/01/2019 16:59";"CET";"1028";"14957.40"
"ROUSSELET CENTRIF.";"FR0000035750";"MLROU";"Euronext Access Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"10/01/2019 16:30";"CET";"60";"1056.00"
"ROYAL DUTCH SHELLA";"GB00B03MLX29";"RDSA";"Euronext Amsterdam";"EUR";"26.285";"26.535";"26.065";"26.51";"10/01/2019 17:39";"CET";"6388957";"168288579.54"
"ROYAL DUTCH SHELLB";"GB00B03MM408";"RDSB";"Euronext Amsterdam";"EUR";"26.76";"27.14";"26.76";"27.10";"10/01/2019 17:35";"CET";"7389";"198355.62"
"RTL GROUP";"LU0061462528";"RTL";"Euronext Brussels";"EUR";"49.18";"49.40";"47.90";"48.24";"10/01/2019 17:35";"CET";"1582";"76774.66"
"RUBIS";"FR0013269123";"RUI";"Euronext Paris";"EUR";"49.30";"49.40";"48.60";"49.26";"10/01/2019 17:35";"CET";"168624";"8279288.80"
"S.CLUBE BRAGA";"PTSCB0AM0001";"SCB";"Euronext Access Lisbon";"EUR";"1.86";"1.86";"1.86";"1.86";"21/11/2018 21:30";"BST";"15";"27.90"
"S.E.B.";"FR0000121709";"SK";"Euronext Paris";"EUR";"124.10";"128.90";"122.40";"127.60";"10/01/2019 17:35";"CET";"53710";"6824785.00"
"SABCA";"BE0003654655";"SAB";"Euronext Brussels";"EUR";"22.80";"24.40";"22.80";"24.40";"03/01/2019 16:30";"CET";"110";"2509.60"
"SABETON";"FR0000060121";"SABE";"Euronext Paris";"EUR";"21.60";"21.60";"21.60";"21.60";"10/01/2019 13:21";"CET";"337";"7279.20"
"SAFE ORTHOPAEDICS";"FR0012452746";"SAFOR";"Euronext Paris";"EUR";"0.159";"0.159";"0.148";"0.149";"10/01/2019 17:35";"CET";"155419";"23435.177"
"SAFRAN";"FR0000073272";"SAF";"Euronext Paris";"EUR";"105.85";"106.05";"103.55";"105.60";"10/01/2019 17:35";"CET";"959499";"100572463.30"
"SAFWOOD";"IT0004013725";"ALWOO";"Euronext Growth Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"03/05/2011 15:30";"CET";"1300";"65.00"
"SAG GEST";"PTSAG0AE0004";"SVA";"Euronext Lisbon";"EUR";"0.0484";"0.065";"0.0484";"0.0648";"10/01/2019 22:06";"BST";"279395";"16217.4818"
"SAINT GOBAIN";"FR0000125007";"SGO";"Euronext Paris, Amsterdam, Brussels";"EUR";"30.04";"30.045";"29.355";"29.60";"10/01/2019 17:39";"CET";"1759987";"52053320.58"
"SAMSE";"FR0000060071";"SAMS";"Euronext Paris";"EUR";"138.00";"142.00";"138.00";"138.00";"10/01/2019 17:28";"CET";"410";"58047.00"
"SANOFI";"FR0000120578";"SAN";"Euronext Paris";"EUR";"73.89";"74.38";"73.57";"74.18";"10/01/2019 17:35";"CET";"1656295";"122730293.05"
"SANOFI NV19";"FR0013382413";"SANNV";"Euronext Paris";"EUR";"70.56";"70.56";"70.56";"70.56";"10/01/2019 11:30";"CET";"1000";"70560.00"
"SAPMER";"FR0010776617";"ALMER";"Euronext Growth Paris";"EUR";"20.60";"20.60";"19.60";"19.60";"08/01/2019 16:30";"CET";"51";"1000.60"
"SARTORIUS STED BIO";"FR0013154002";"DIM";"Euronext Paris";"EUR";"89.55";"91.00";"88.75";"89.65";"10/01/2019 17:35";"CET";"72579";"6523340.20"
"SAVENCIA";"FR0000120107";"SAVE";"Euronext Paris";"EUR";"60.20";"61.80";"60.20";"61.60";"10/01/2019 17:35";"CET";"1418";"85856.60"
"SAVONNERIE NYONS";"FR0013155975";"MLSDN";"Euronext Access Paris";"EUR";"17.00";"17.00";"17.00";"17.00";"03/01/2019 11:30";"CET";"2";"34.00"
"SBM OFFSHORE";"NL0000360618";"SBMO";"Euronext Amsterdam";"EUR";"14.29";"14.57";"14.14";"14.475";"10/01/2019 17:35";"CET";"775109";"11183923.87"
"SBT";"FR0004175222";"MLSBT";"Euronext Access Paris";"EUR";"8.45";"8.45";"8.45";"8.45";"09/01/2019 11:30";"CET";"95";"802.75"
"SCANDINAVIAN HOUSE";"CH0220529603";"MLSHD";"Euronext Access Paris";"EUR";"17.51";"17.51";"17.51";"17.51";"13/05/2016 15:00";"CET";"500";"8755.00"
"SCBSM";"FR0006239109";"CBSM";"Euronext Paris";"EUR";"6.50";"6.50";"6.45";"6.45";"10/01/2019 09:56";"CET";"2";"12.95"
"SCEMI";"FR0010972091";"MLCMI";"Euronext Access Paris";"EUR";"1.45";"1.45";"1.45";"1.45";"09/01/2019 16:30";"CET";"135";"195.75"
"SCHEERD.V KERCHOVE";"BE0012378593";"SCHD";"Euronext Brussels";"EUR";"446.00";"446.00";"446.00";"446.00";"12/09/2018 16:30";"CET";"2";"892.00"
"SCHLUMBERGER";"AN8068571086";"SLB";"Euronext Paris";"EUR";"35.50";"36.20";"35.10";"36.00";"10/01/2019 17:35";"CET";"2329";"82715.60"
"SCHNEIDER ELE NV19";"FR0013385721";"SUNV";"Euronext Paris";"EUR";"57.60";"57.60";"57.42";"57.42";"09/01/2019 16:30";"CET";"69";"3965.40"
"SCHNEIDER ELECTRIC";"FR0000121972";"SU";"Euronext Paris";"EUR";"59.78";"59.96";"59.18";"59.92";"10/01/2019 17:35";"CET";"1235794";"73738022.28"
"SCHOBRUNN PARIS";"FR0010961920";"MLSCH";"Euronext Access Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"06/02/2018 11:30";"CET";"9";"360.00"
"SCOR SE";"FR0010411983";"SCR";"Euronext Paris";"EUR";"39.30";"41.11";"39.30";"40.98";"10/01/2019 17:38";"CET";"480580";"19493723.85"
"SECHE ENVIRONNEM.";"FR0000039109";"SCHP";"Euronext Paris";"EUR";"30.30";"30.50";"29.30";"30.00";"10/01/2019 17:35";"CET";"8468";"252806.20"
"SECURINFOR";"FR0000071755";"MLSEC";"Euronext Access Paris";"EUR";"32.00";"32.00";"32.00";"32.00";"10/01/2019 16:42";"CET";"48";"1536.00"
"SELCODIS";"FR0000065492";"SLCO";"Euronext Paris";"EUR";"0.29";"0.29";"0.29";"0.29";"25/03/2009 00:00";"CET";"2074";"601.00"
"SELECTIRENTE";"FR0004175842";"SELER";"Euronext Paris";"EUR";"86.00";"86.00";"86.00";"86.00";"10/01/2019 11:30";"CET";"20";"1720.00"
"SEMAPA";"PTSEM0AM0004";"SEM";"Euronext Lisbon";"EUR";"14.48";"14.50";"14.12";"14.32";"10/01/2019 22:35";"BST";"43241";"617918.28"
"SEMPLICEMENTE SpA";"IT0005072811";"MLSMP";"Euronext Access Paris";"EUR";"0.81";"0.81";"0.81";"0.81";"05/08/2016 15:00";"CET";"100";"81.00"
"SENSORION";"FR0012596468";"ALSEN";"Euronext Growth Paris";"EUR";"0.991";"1.004";"0.991";"0.998";"10/01/2019 17:15";"CET";"2188";"2179.667"
"SEQUA PETROLEUM NV";"NL0010623518";"MLSEQ";"Euronext Access Paris";"EUR";"0.007";"0.007";"0.007";"0.007";"10/01/2019 16:30";"CET";"323956";"2267.692"
"SEQUANA";"FR0011352590";"SEQ";"Euronext Paris";"EUR";"0.1952";"0.26";"0.1952";"0.223";"10/01/2019 17:35";"CET";"2061984";"478915.9575"
"SERGEFERRARI GROUP";"FR0011950682";"SEFER";"Euronext Paris";"EUR";"5.96";"5.96";"5.86";"5.92";"10/01/2019 17:35";"CET";"656";"3866.22"
"SERMA GROUP";"FR0000073728";"ALSER";"Euronext Growth Paris";"EUR";"235.00";"235.00";"235.00";"235.00";"10/01/2019 16:30";"CET";"385";"90475.00"
"SES";"LU0088087324";"SESG";"Euronext Paris";"EUR";"17.07";"17.47";"17.07";"17.29";"10/01/2019 17:35";"CET";"820782";"14183572.35"
"SES IMAGOTAG";"FR0010282822";"SESL";"Euronext Paris";"EUR";"22.45";"24.60";"21.10";"24.00";"10/01/2019 17:35";"CET";"46339";"1064027.85"
"SETTLEMENTS";"BE0974261902";"STTL";"Euronext Growth Brussels";"USD";"13.52";"13.52";"13.52";"13.52";"24/03/2017 15:30";"CET";"15000";"202800.00"
"SHOWROOMPRIVE";"FR0013006558";"SRP";"Euronext Paris";"EUR";"2.955";"2.99";"2.88";"2.92";"10/01/2019 17:35";"CET";"84045";"244981.53"
"SHURGARD";"LU1883301340";"SHUR";"Euronext Brussels";"EUR";"25.30";"25.30";"24.75";"25.01";"10/01/2019 17:35";"CET";"14698";"367527.275"
"SI PARTICIPATIONS";"FR0000061582";"ALSIP";"Euronext Growth Paris";"EUR";"11.70";"11.70";"11.70";"11.70";"10/01/2019 11:30";"CET";"1";"11.70"
"SIDETRADE";"FR0010202606";"ALBFR";"Euronext Growth Paris";"EUR";"51.80";"54.60";"51.80";"54.60";"10/01/2019 16:59";"CET";"5545";"293904.20"
"SIEMENS";"DE0007236101";"SIA";"Traded not listed Brussels";"EUR";"97.39";"98.58";"97.39";"98.26";"10/01/2019 16:55";"CET";"321";"31392.74"
"SIF HOLDING";"NL0011660485";"SIFG";"Euronext Amsterdam";"EUR";"12.00";"12.06";"11.82";"11.96";"10/01/2019 17:35";"CET";"6542";"78203.56"
"SIGNAUX GIROD";"FR0000060790";"GIRO";"Euronext Paris";"EUR";"13.10";"13.15";"13.10";"13.10";"10/01/2019 15:37";"CET";"395";"5178.00"
"SIGNIFY NV";"NL0011821392";"LIGHT";"Euronext Amsterdam";"EUR";"19.885";"20.60";"19.61";"20.60";"10/01/2019 17:35";"CET";"832782";"16864081.865"
"SII";"FR0000074122";"SII";"Euronext Paris";"EUR";"22.40";"23.20";"22.00";"22.50";"10/01/2019 17:35";"CET";"2767";"62416.40"
"SILC";"FR0010679365";"MLSIL";"Euronext Access Paris";"EUR";"0.66";"0.66";"0.66";"0.66";"08/01/2019 11:30";"CET";"80";"52.80"
"SILKAN RT";"FR0010518605";"MLARI";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"03/12/2018 11:30";"CET";"1";"0.01"
"SIMAT";"CI0000000832";"MLMAT";"Euronext Access Paris";"EUR";"5.80";"5.80";"5.80";"5.80";"18/12/2018 16:30";"CET";"40";"232.00"
"SIMO INTERNATIONAL";"FR0004038818";"MLSIM";"Euronext Access Paris";"EUR";"0.45";"0.45";"0.45";"0.45";"10/01/2019 11:30";"CET";"200";"90.00"
"SINTESI SpA";"IT0005072167";"MLSNT";"Euronext Access Paris";"EUR";"3.30";"3.30";"3.30";"3.30";"06/11/2015 15:00";"CET";"12";"39.60"
"SIOEN";"BE0003743573";"SIOE";"Euronext Brussels";"EUR";"22.90";"23.35";"22.75";"23.00";"10/01/2019 17:35";"CET";"6923";"159706.05"
"SIPEF";"BE0003898187";"SIP";"Euronext Brussels";"EUR";"49.90";"49.90";"49.55";"49.90";"10/01/2019 17:35";"CET";"940";"46760.40"
"SLIGRO FOOD GROUP";"NL0000817179";"SLIGR";"Euronext Amsterdam";"EUR";"33.50";"34.35";"33.40";"34.30";"10/01/2019 17:35";"CET";"26718";"908713.40"
"SMALTO";"FR0011131788";"MLSML";"Euronext Access Paris";"EUR";"0.052";"0.052";"0.052";"0.052";"10/01/2019 11:30";"CET";"112";"5.824"
"SMALTO BSA";"FR0010649228";"SMLBS";"Euronext Access Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"27/12/2016 15:30";"CET";"115298";"4611.92"
"SMARTPHOTO GROUP";"BE0974323553";"SMAR";"Euronext Brussels";"EUR";"11.90";"11.90";"11.90";"11.90";"10/01/2019 16:55";"CET";"100";"1190.00"
"SMCP";"FR0013214145";"SMCP";"Euronext Paris";"EUR";"15.002";"15.676";"14.88";"15.606";"10/01/2019 17:35";"CET";"171300";"2609315.70"
"SMTPC";"FR0004016699";"SMTPC";"Euronext Paris";"EUR";"18.94";"18.94";"18.50";"18.72";"10/01/2019 17:16";"CET";"2727";"50878.06"
"SNOWWORLD";"NL0010627865";"SNOW";"Euronext Amsterdam";"EUR";"8.94";"8.94";"8.94";"8.94";"10/01/2019 17:35";"CET";"70";"625.80"
"SOC FRANC CASINOS";"FR0010209809";"SFCA";"Euronext Paris";"EUR";"1.93";"1.93";"1.93";"1.93";"07/01/2019 16:30";"CET";"63";"121.59"
"SOCIETE GENERALE";"FR0000130809";"GLE";"Euronext Paris";"EUR";"28.32";"28.835";"28.18";"28.78";"10/01/2019 17:35";"CET";"3522911";"100835347.585"
"SODEXO";"FR0000121220";"SW";"Euronext Paris";"EUR";"93.70";"94.62";"91.38";"93.74";"10/01/2019 17:37";"CET";"451603";"42134481.10"
"SODIFRANCE";"FR0000072563";"SOA";"Euronext Paris";"EUR";"16.00";"16.00";"16.00";"16.00";"28/12/2018 11:30";"CET";"9";"144.00"
"SODITECH";"FR0000078321";"SEC";"Euronext Paris";"EUR";"0.80";"0.85";"0.80";"0.85";"10/01/2019 16:45";"CET";"1759";"1495.10"
"SOFIBUS PATRIMOINE";"FR0000038804";"SFBS";"Euronext Paris";"EUR";"183.00";"183.00";"183.00";"183.00";"09/01/2019 11:30";"CET";"1";"183.00"
"SOFINA";"BE0003717312";"SOF";"Euronext Brussels";"EUR";"176.00";"177.40";"175.20";"177.40";"10/01/2019 17:35";"CET";"20133";"3556761.00"
"SOFRAGI";"FR0000030140";"SOFR";"Euronext Paris";"EUR";"1420.00";"1420.00";"1420.00";"1420.00";"10/01/2019 13:38";"CET";"5";"7100.00"
"SOFT COMPUTING";"FR0000075517";"SFT";"Euronext Paris";"EUR";"24.40";"24.40";"24.40";"24.40";"10/01/2019 17:28";"CET";"639";"15591.60"
"SOFTIMAT";"BE0003773877";"SOFT";"Euronext Growth Brussels";"EUR";"3.02";"3.02";"3.02";"3.02";"10/01/2019 13:01";"CET";"1064";"3213.28"
"SOGECLAIR";"FR0000065864";"SOG";"Euronext Paris";"EUR";"24.40";"24.40";"23.30";"23.70";"10/01/2019 17:00";"CET";"1176";"27725.50"
"SOITEC";"FR0013227113";"SOI";"Euronext Paris";"EUR";"54.25";"55.50";"53.20";"55.20";"10/01/2019 17:35";"CET";"94447";"5156958.25"
"SOLOCAL GROUP";"FR0012938884";"LOCAL";"Euronext Paris";"EUR";"0.53";"0.562";"0.516";"0.543";"10/01/2019 17:35";"CET";"3235392";"1767333.0995"
"SOLUTIONS 30 SE";"FR0013379484";"ALS30";"Euronext Growth Paris";"EUR";"9.85";"9.94";"9.50";"9.87";"10/01/2019 17:35";"CET";"126231";"1224971.45"
"SOLVAC NOM(RETAIL)";"BE0003545531";"SOLV";"Euronext Brussels";"EUR";"114.00";"117.50";"113.00";"117.50";"10/01/2019 17:35";"CET";"1183";"135934.50"
"SOLVAY";"BE0003470755";"SOLB";"Euronext Brussels, Paris";"EUR";"93.42";"93.60";"91.54";"92.50";"10/01/2019 17:35";"CET";"225598";"20787486.78"
"SOMFY SA";"FR0013199916";"SO";"Euronext Paris";"EUR";"66.20";"67.70";"65.70";"67.50";"10/01/2019 17:35";"CET";"1792";"119547.50"
"SONAE";"PTSON0AM0001";"SON";"Euronext Lisbon";"EUR";"0.8295";"0.8545";"0.8275";"0.8455";"10/01/2019 22:35";"BST";"9033398";"7636111.8865"
"SONAE CAPITAL";"PTSNP0AE0008";"SONC";"Euronext Lisbon";"EUR";"0.881";"0.881";"0.849";"0.862";"10/01/2019 22:35";"BST";"68450";"59020.866"
"SONAE IND.SGPS";"PTS3P0AM0025";"SONI";"Euronext Lisbon";"EUR";"1.62";"1.63";"1.58";"1.585";"10/01/2019 22:35";"BST";"35256";"56512.455"
"SONAECOM,SGPS";"PTSNC0AM0006";"SNC";"Euronext Lisbon";"EUR";"2.55";"2.55";"2.50";"2.51";"10/01/2019 22:35";"BST";"30804";"78078.67"
"SONAGI";"PTSNG0AM0007";"SNG";"Euronext Access Lisbon";"EUR";"3.00";"3.00";"3.00";"3.00";"19/11/2018 21:30";"BST";"800";"2400.00"
"SOPRA STERIA GROUP";"FR0000050809";"SOP";"Euronext Paris";"EUR";"87.00";"87.70";"85.55";"87.20";"10/01/2019 17:35";"CET";"29315";"2542695.50"
"SPADEL";"BE0003798155";"SPA";"Euronext Brussels";"EUR";"206.00";"216.00";"206.00";"216.00";"10/01/2019 16:30";"CET";"25";"5350.00"
"SPEED RABBIT PIZZA";"FR0000054371";"MLSRP";"Euronext Access Paris";"EUR";"1.58";"1.58";"1.58";"1.58";"08/01/2019 11:30";"CET";"1";"1.58"
"SPIE";"FR0012757854";"SPIE";"Euronext Paris";"EUR";"12.10";"12.52";"12.01";"12.50";"10/01/2019 17:36";"CET";"432528";"5342664.51"
"SPINEGUARD";"FR0011464452";"ALSGD";"Euronext Growth Paris";"EUR";"0.726";"0.768";"0.702";"0.732";"10/01/2019 17:11";"CET";"3428";"2475.60"
"SPINEWAY";"FR0011398874";"ALSPW";"Euronext Growth Paris";"EUR";"0.15";"0.15";"0.1355";"0.1365";"10/01/2019 17:35";"CET";"883137";"126577.0885"
"SPIR COMMUNICATION";"FR0000131732";"SPI";"Euronext Paris";"EUR";"2.70";"2.70";"2.61";"2.61";"10/01/2019 16:00";"CET";"601";"1571.31"
"SPORTING";"PTSCP0AM0001";"SCP";"Euronext Lisbon";"EUR";"0.70";"0.70";"0.70";"0.70";"10/01/2019 21:30";"BST";"7";"4.90"
"SQLI";"FR0011289040";"SQI";"Euronext Paris";"EUR";"17.68";"18.20";"17.54";"17.82";"10/01/2019 17:35";"CET";"21530";"382188.30"
"ST DUPONT";"FR0000054199";"DPT";"Euronext Paris";"EUR";"0.1325";"0.1325";"0.1325";"0.1325";"10/01/2019 13:32";"CET";"8000";"1060.00"
"ST GOBAIN NV19";"FR0013383205";"SGONV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"STALLERGENES GREER";"GB00BZ21RF93";"STAGR";"Euronext Paris";"EUR";"29.40";"29.60";"28.90";"29.05";"10/01/2019 17:35";"CET";"3260";"95065.15"
"STEAM FRANCE";"FR0013063559";"MLSTM";"Euronext Access Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"07/01/2016 15:00";"CET";"2";"28.00"
"STEF";"FR0000064271";"STF";"Euronext Paris";"EUR";"81.00";"81.00";"78.70";"79.50";"10/01/2019 17:35";"CET";"2189";"174608.20"
"STENTYS";"FR0010949404";"STNT";"Euronext Paris";"EUR";"0.469";"0.50";"0.4585";"0.4585";"10/01/2019 17:35";"CET";"208940";"99757.0535"
"STERN GROEP";"NL0000336303";"STRN";"Euronext Amsterdam";"EUR";"15.15";"15.15";"14.80";"15.00";"10/01/2019 17:15";"CET";"353";"5267.75"
"STMICROELECTRONICS";"NL0000226223";"STM";"Euronext Paris";"EUR";"11.935";"12.23";"11.78";"12.17";"10/01/2019 17:39";"CET";"3111928";"37556906.64"
"STRADIM ESPAC.FIN";"FR0000074775";"ALSAS";"Euronext Growth Paris";"EUR";"7.00";"7.00";"7.00";"7.00";"10/01/2019 16:33";"CET";"10";"70.00"
"STREAMWIDE";"FR0010528059";"ALSTW";"Euronext Growth Paris";"EUR";"7.00";"7.00";"7.00";"7.00";"10/01/2019 11:30";"CET";"1";"7.00"
"STREAMWIDE BS";"FR0012790756";"STWDS";"Euronext Growth Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"29/06/2018 09:00";"CET";"6";"0.06"
"STREIT MECANIQUE";"FR0000063976";"MLSTR";"Euronext Access Paris";"EUR";"10.80";"10.80";"10.80";"10.80";"10/01/2019 16:30";"CET";"2";"21.60"
"SUCRAF A & B";"BE0003463685";"SUCR";"Euronext Brussels";"EUR";"1.14";"1.14";"1.14";"1.14";"14/12/2018 16:30";"CET";"59";"67.26"
"SUEZ";"FR0010613471";"SEV";"Euronext Paris, Brussels";"EUR";"11.66";"11.80";"11.60";"11.76";"10/01/2019 17:35";"CET";"1862700";"21880667.615"
"SUEZ ENV NV19";"FR0013391869";"SEVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SUMO RESOURCES PLC";"GB00B8GJBS16";"MLSUM";"Euronext Access Paris";"EUR";"0.024";"0.024";"0.024";"0.024";"08/01/2019 11:30";"CET";"100";"2.40"
"SUPERSONIC IMAGINE";"FR0010526814";"SSI";"Euronext Paris";"EUR";"1.356";"1.47";"1.342";"1.45";"10/01/2019 17:35";"CET";"100172";"141984.362"
"SWISSFINTECINVEST";"CH0309050059";"MLSFI";"Euronext Access Paris";"EUR";"0.236";"0.236";"0.236";"0.236";"10/01/2019 16:40";"CET";"1500";"354.00"
"SWORD GROUP";"FR0004180578";"SWP";"Euronext Paris";"EUR";"32.60";"32.80";"32.30";"32.35";"10/01/2019 17:35";"CET";"4743";"154321.00"
"SYNERGIE";"FR0000032658";"SDG";"Euronext Paris";"EUR";"28.50";"28.50";"27.00";"27.95";"10/01/2019 17:35";"CET";"7786";"215761.60"
"TAKEAWAY";"NL0012015705";"TKWY";"Euronext Amsterdam";"EUR";"60.00";"60.00";"57.40";"57.80";"10/01/2019 17:35";"CET";"112231";"6554147.30"
"TARKETT";"FR0004188670";"TKTT";"Euronext Paris";"EUR";"18.75";"19.40";"18.63";"19.00";"10/01/2019 17:35";"CET";"96284";"1829797.18"
"TAYNINH";"FR0000063307";"TAYN";"Euronext Paris";"EUR";"1.36";"1.36";"1.36";"1.36";"28/11/2018 16:51";"CET";"2600";"3536.00"
"TEAM";"FR0000033466";"MLTEA";"Euronext Access Paris";"EUR";"324.00";"324.00";"324.00";"324.00";"04/01/2019 11:30";"CET";"2";"648.00"
"TECHNICOLOR";"FR0010918292";"TCH";"Euronext Paris";"EUR";"0.973";"0.979";"0.95";"0.963";"10/01/2019 17:35";"CET";"1332478";"1284463.6195"
"TECHNIPFMC";"GB00BDSFG982";"FTI";"Euronext Paris";"EUR";"19.875";"19.94";"19.55";"19.79";"10/01/2019 17:39";"CET";"1509118";"29817848.33"
"TECHNOFIRST";"FR0011651819";"ALFST";"Euronext Growth Paris";"EUR";"0.12";"0.12";"0.12";"0.12";"09/01/2019 16:30";"CET";"4286";"514.32"
"TEIXEIRA DUARTE";"PTTD10AM0000";"TDSA";"Euronext Lisbon";"EUR";"0.1425";"0.1425";"0.137";"0.1385";"10/01/2019 22:35";"BST";"684905";"95012.109"
"TELECOM ITALIA SPA";"IT0003497168";"TIT";"Traded not listed Brussels";"EUR";"0.51";"0.51";"0.51";"0.51";"09/01/2019 09:27";"CET";"150";"76.50"
"TELEFONICA";"ES0178430E18";"TFA";"Traded not listed Brussels";"EUR";"7.70";"7.70";"7.68";"7.68";"08/01/2019 17:29";"CET";"2000";"15380.00"
"TELENET GROUP";"BE0003826436";"TNET";"Euronext Brussels";"EUR";"41.48";"41.82";"39.84";"40.54";"10/01/2019 17:35";"CET";"298676";"12134233.50"
